"customer","staff","date","amount","running_total"
"Cindy Fisher","Jon Stephens","2007-03-17","7.99","459.96"
"Cindy Fisher","Mike Hillyer","2007-03-17","5.99","459.96"
"Wendy Harrison","Mike Hillyer","2007-03-17","2.99","462.95"
"Edith Mcdonald","Mike Hillyer","2007-03-17","2.99","465.94"
"Josephine Gomez","Jon Stephens","2007-03-17","8.99","474.93"
"Ethel Webb","Mike Hillyer","2007-03-17","4.99","490.89"
"Ethel Webb","Mike Hillyer","2007-03-17","4.99","490.89"
"Ethel Webb","Mike Hillyer","2007-03-17","4.99","490.89"
"Ethel Webb","Mike Hillyer","2007-03-17","0.99","490.89"
"Ellen Simpson","Mike Hillyer","2007-03-17","0.99","500.86"
"Ellen Simpson","Mike Hillyer","2007-03-17","3.99","500.86"
"Ellen Simpson","Jon Stephens","2007-03-17","4.99","500.86"
"Elaine Stevens","Jon Stephens","2007-03-17","4.99","505.85"
"Charlotte Hunter","Mike Hillyer","2007-03-17","2.99","511.83"
"Charlotte Hunter","Mike Hillyer","2007-03-17","2.99","511.83"
"Monica Hicks","Mike Hillyer","2007-03-17","2.99","515.81"
"Monica Hicks","Jon Stephens","2007-03-17","0.99","515.81"
"Esther Crawford","Jon Stephens","2007-03-17","0.99","517.79"
"Esther Crawford","Jon Stephens","2007-03-17","0.99","517.79"
"Juanita Mason","Mike Hillyer","2007-03-17","7.99","525.78"
"Anita Morales","Jon Stephens","2007-03-17","10.99","536.77"
"Rhonda Kennedy","Jon Stephens","2007-03-17","3.99","543.75"
"Rhonda Kennedy","Mike Hillyer","2007-03-17","2.99","543.75"
"Eva Ramos","Mike Hillyer","2007-03-17","4.99","548.74"
"Debbie Reyes","Jon Stephens","2007-03-17","3.99","561.71"
"Debbie Reyes","Mike Hillyer","2007-03-17","2.99","561.71"
"Debbie Reyes","Mike Hillyer","2007-03-17","5.99","561.71"
"Leslie Gordon","Jon Stephens","2007-03-17","6.99","568.70"
"Clara Shaw","Jon Stephens","2007-03-17","2.99","576.68"
"Clara Shaw","Mike Hillyer","2007-03-17","4.99","576.68"
"Lucille Holmes","Jon Stephens","2007-03-17","2.99","585.66"
"Lucille Holmes","Jon Stephens","2007-03-17","5.99","585.66"
"Jamie Rice","Mike Hillyer","2007-03-17","7.99","603.63"
"Jamie Rice","Mike Hillyer","2007-03-17","4.99","603.63"
"Jamie Rice","Mike Hillyer","2007-03-17","4.99","603.63"
"Eleanor Hunt","Mike Hillyer","2007-03-17","2.99","607.61"
"Eleanor Hunt","Jon Stephens","2007-03-17","0.99","607.61"
"Valerie Black","Mike Hillyer","2007-03-17","4.99","612.60"
"Danielle Daniels","Jon Stephens","2007-03-17","6.99","619.59"
"Megan Palmer","Jon Stephens","2007-03-17","2.99","622.58"
"Alicia Mills","Jon Stephens","2007-03-17","6.99","630.56"
"Alicia Mills","Jon Stephens","2007-03-17","0.99","630.56"
"Suzanne Nichols","Mike Hillyer","2007-03-17","1.99","632.55"
"Gail Knight","Jon Stephens","2007-03-17","5.99","638.54"
"Bertha Ferguson","Mike Hillyer","2007-03-17","5.99","644.53"
"Veronica Stone","Jon Stephens","2007-03-17","1.99","646.52"
"Erin Dunn","Mike Hillyer","2007-03-17","7.99","657.50"
"Erin Dunn","Mike Hillyer","2007-03-17","2.99","657.50"
"Geraldine Perkins","Mike Hillyer","2007-03-17","2.99","660.49"
"Cathy Spencer","Mike Hillyer","2007-03-17","2.99","671.46"
"Cathy Spencer","Jon Stephens","2007-03-17","2.99","671.46"
"Cathy Spencer","Jon Stephens","2007-03-17","4.99","671.46"
"Regina Berry","Mike Hillyer","2007-03-17","1.99","684.44"
"Regina Berry","Mike Hillyer","2007-03-17","10.99","684.44"
"Erica Matthews","Mike Hillyer","2007-03-17","5.99","696.42"
"Erica Matthews","Jon Stephens","2007-03-17","5.99","696.42"
"Audrey Ray","Jon Stephens","2007-03-17","2.99","699.41"
"Annette Olson","Jon Stephens","2007-03-17","4.99","704.40"
"June Carroll","Mike Hillyer","2007-03-17","5.99","710.39"
"Samantha Duncan","Jon Stephens","2007-03-17","6.99","717.38"
"Marion Snyder","Jon Stephens","2007-03-17","3.99","735.35"
"Marion Snyder","Jon Stephens","2007-03-17","6.99","735.35"
"Marion Snyder","Jon Stephens","2007-03-17","6.99","735.35"
"Renee Lane","Jon Stephens","2007-03-17","3.99","739.34"
"Vivian Ruiz","Jon Stephens","2007-03-17","9.99","749.33"
"Holly Fox","Mike Hillyer","2007-03-17","0.99","750.32"
"Brittany Riley","Mike Hillyer","2007-03-17","2.99","753.31"
"Yolanda Weaver","Jon Stephens","2007-03-17","9.99","764.29"
"Yolanda Weaver","Jon Stephens","2007-03-17","0.99","764.29"
"Laurie Lawrence","Mike Hillyer","2007-03-17","4.99","769.28"
"Vanessa Sims","Jon Stephens","2007-03-17","0.99","773.26"
"Vanessa Sims","Jon Stephens","2007-03-17","2.99","773.26"
"Sue Peters","Mike Hillyer","2007-03-17","1.99","775.25"
"Elsie Kelley","Mike Hillyer","2007-03-17","4.99","798.19"
"Elsie Kelley","Mike Hillyer","2007-03-17","6.99","798.19"
"Elsie Kelley","Mike Hillyer","2007-03-17","2.99","798.19"
"Elsie Kelley","Jon Stephens","2007-03-17","2.99","798.19"
"Elsie Kelley","Mike Hillyer","2007-03-17","1.99","798.19"
"Elsie Kelley","Jon Stephens","2007-03-17","2.99","798.19"
"Vicki Fields","Jon Stephens","2007-03-17","0.99","799.18"
"Carla Gutierrez","Jon Stephens","2007-03-17","4.99","804.17"
"Tara Ryan","Mike Hillyer","2007-03-17","2.99","807.16"
"Rosemary Schmidt","Jon Stephens","2007-03-17","0.99","808.15"
"Terri Vasquez","Jon Stephens","2007-03-17","2.99","811.14"
"Gertrude Castillo","Mike Hillyer","2007-03-17","6.99","825.12"
"Gertrude Castillo","Jon Stephens","2007-03-17","6.99","825.12"
"Lucy Wheeler","Jon Stephens","2007-03-17","6.99","833.10"
"Lucy Wheeler","Jon Stephens","2007-03-17","0.99","833.10"
"Tonya Chapman","Mike Hillyer","2007-03-17","0.99","834.09"
"Stacey Montgomery","Jon Stephens","2007-03-17","3.99","838.08"
"Wilma Richards","Mike Hillyer","2007-03-17","7.99","846.07"
"Gina Williamson","Jon Stephens","2007-03-17","3.99","850.06"
"Jessie Banks","Mike Hillyer","2007-03-17","2.99","853.05"
"Natalie Meyer","Jon Stephens","2007-03-17","7.99","861.04"
"Agnes Bishop","Mike Hillyer","2007-03-17","2.99","869.02"
"Agnes Bishop","Mike Hillyer","2007-03-17","4.99","869.02"
"Vera Mccoy","Mike Hillyer","2007-03-17","2.99","872.01"
"Willie Howell","Jon Stephens","2007-03-17","0.99","873.00"
"Charlene Alvarez","Jon Stephens","2007-03-17","2.99","880.98"
"Charlene Alvarez","Mike Hillyer","2007-03-17","4.99","880.98"
"Bessie Morrison","Mike Hillyer","2007-03-17","2.99","893.95"
"Bessie Morrison","Mike Hillyer","2007-03-17","4.99","893.95"
"Bessie Morrison","Jon Stephens","2007-03-17","4.99","893.95"
"Delores Hansen","Jon Stephens","2007-03-17","2.99","896.94"
"Pearl Garza","Mike Hillyer","2007-03-17","0.99","897.93"
"Maureen Little","Mike Hillyer","2007-03-17","1.99","899.92"
"Colleen Burton","Jon Stephens","2007-03-17","0.99","900.91"
"Joy George","Mike Hillyer","2007-03-17","1.99","905.89"
"Joy George","Jon Stephens","2007-03-17","2.99","905.89"
"Georgia Jacobs","Mike Hillyer","2007-03-17","5.99","911.88"
"Constance Reid","Jon Stephens","2007-03-17","0.99","912.87"
"Claudia Fuller","Mike Hillyer","2007-03-17","3.99","916.86"
"Marcia Dean","Mike Hillyer","2007-03-17","4.99","921.85"
"Tanya Gilbert","Jon Stephens","2007-03-17","5.99","927.84"
"Nellie Garrett","Jon Stephens","2007-03-17","2.99","933.82"
"Nellie Garrett","Mike Hillyer","2007-03-17","2.99","933.82"
"Minnie Romero","Mike Hillyer","2007-03-17","0.99","939.80"
"Minnie Romero","Jon Stephens","2007-03-17","4.99","939.80"
"Marlene Welch","Mike Hillyer","2007-03-17","3.99","943.79"
"Glenda Frazier","Mike Hillyer","2007-03-17","4.99","949.77"
"Glenda Frazier","Jon Stephens","2007-03-17","0.99","949.77"
"Viola Hanson","Mike Hillyer","2007-03-17","9.99","959.76"
"Dora Medina","Jon Stephens","2007-03-17","0.99","960.75"
"Vickie Brewer","Mike Hillyer","2007-03-17","0.99","965.73"
"Vickie Brewer","Jon Stephens","2007-03-17","3.99","965.73"
"Mattie Hoffman","Jon Stephens","2007-03-17","0.99","966.72"
"Maxine Silva","Mike Hillyer","2007-03-17","6.99","974.70"
"Maxine Silva","Jon Stephens","2007-03-17","0.99","974.70"
"Irma Pearson","Jon Stephens","2007-03-17","7.99","987.68"
"Irma Pearson","Jon Stephens","2007-03-17","4.99","987.68"
"Mabel Holland","Jon Stephens","2007-03-17","8.99","996.67"
"Marsha Douglas","Jon Stephens","2007-03-17","1.99","998.66"
"Deanna Byrd","Jon Stephens","2007-03-17","2.99","1003.64"
"Deanna Byrd","Mike Hillyer","2007-03-17","1.99","1003.64"
"Hilda Hopkins","Mike Hillyer","2007-03-17","0.99","1014.62"
"Hilda Hopkins","Jon Stephens","2007-03-17","9.99","1014.62"
"Nora Herrera","Mike Hillyer","2007-03-17","0.99","1016.60"
"Nora Herrera","Jon Stephens","2007-03-17","0.99","1016.60"
"Margie Wade","Mike Hillyer","2007-03-17","6.99","1023.59"
"Nina Soto","Jon Stephens","2007-03-17","2.99","1033.57"
"Nina Soto","Jon Stephens","2007-03-17","6.99","1033.57"
"Cassandra Walters","Mike Hillyer","2007-03-17","3.99","1037.56"
"Leah Curtis","Mike Hillyer","2007-03-17","2.99","1044.53"
"Leah Curtis","Mike Hillyer","2007-03-17","0.99","1044.53"
"Leah Curtis","Jon Stephens","2007-03-17","2.99","1044.53"
"Kay Caldwell","Jon Stephens","2007-03-17","6.99","1061.50"
"Kay Caldwell","Jon Stephens","2007-03-17","8.99","1061.50"
"Kay Caldwell","Mike Hillyer","2007-03-17","0.99","1061.50"
"Carole Barnett","Mike Hillyer","2007-03-17","4.99","1066.49"
"Brandy Graves","Jon Stephens","2007-03-17","5.99","1081.46"
"Brandy Graves","Mike Hillyer","2007-03-17","4.99","1081.46"
"Brandy Graves","Jon Stephens","2007-03-17","3.99","1081.46"
"Olga Jimenez","Jon Stephens","2007-03-17","0.99","1086.44"
"Olga Jimenez","Jon Stephens","2007-03-17","3.99","1086.44"
"Dianne Shelton","Mike Hillyer","2007-03-17","4.99","1091.43"
"Tracey Barrett","Mike Hillyer","2007-03-17","4.99","1096.42"
"Felicia Sutton","Jon Stephens","2007-03-17","2.99","1101.39"
"Felicia Sutton","Jon Stephens","2007-03-17","0.99","1101.39"
"Felicia Sutton","Mike Hillyer","2007-03-17","0.99","1101.39"
"Sonia Gregory","Jon Stephens","2007-03-17","3.99","1105.38"
"Miriam Mckinney","Mike Hillyer","2007-03-17","8.99","1114.37"
"Velma Lucas","Jon Stephens","2007-03-17","0.99","1115.36"
"Becky Miles","Mike Hillyer","2007-03-17","4.99","1120.35"
"Bobbie Craig","Mike Hillyer","2007-03-17","1.99","1125.33"
"Bobbie Craig","Jon Stephens","2007-03-17","2.99","1125.33"
"Violet Rodriquez","Mike Hillyer","2007-03-17","1.99","1128.31"
"Violet Rodriquez","Mike Hillyer","2007-03-17","0.99","1128.31"
"Kristina Chambers","Mike Hillyer","2007-03-17","6.99","1135.30"
"Mae Fletcher","Mike Hillyer","2007-03-17","2.99","1138.29"
"Shelly Watts","Jon Stephens","2007-03-17","2.99","1146.27"
"Shelly Watts","Jon Stephens","2007-03-17","4.99","1146.27"
"Daisy Bates","Jon Stephens","2007-03-17","4.99","1157.25"
"Daisy Bates","Jon Stephens","2007-03-17","5.99","1157.25"
"Ramona Hale","Jon Stephens","2007-03-17","4.99","1167.23"
"Ramona Hale","Jon Stephens","2007-03-17","4.99","1167.23"
"Sherri Rhodes","Jon Stephens","2007-03-17","4.99","1176.20"
"Sherri Rhodes","Mike Hillyer","2007-03-17","0.99","1176.20"
"Sherri Rhodes","Mike Hillyer","2007-03-17","2.99","1176.20"
"Erika Pena","Jon Stephens","2007-03-17","0.99","1177.19"
"James Gannon","Mike Hillyer","2007-03-17","0.99","1191.16"
"James Gannon","Mike Hillyer","2007-03-17","6.99","1191.16"
"James Gannon","Mike Hillyer","2007-03-17","5.99","1191.16"
"Michael Silverman","Mike Hillyer","2007-03-17","7.99","1199.15"
"William Satterfield","Jon Stephens","2007-03-17","2.99","1206.12"
"William Satterfield","Jon Stephens","2007-03-17","2.99","1206.12"
"William Satterfield","Jon Stephens","2007-03-17","0.99","1206.12"
"David Royal","Jon Stephens","2007-03-17","4.99","1211.11"
"Richard Mccrary","Jon Stephens","2007-03-17","3.99","1215.10"
"Charles Kowalski","Jon Stephens","2007-03-17","0.99","1223.08"
"Charles Kowalski","Jon Stephens","2007-03-17","6.99","1223.08"
"Thomas Grigsby","Mike Hillyer","2007-03-17","4.99","1231.06"
"Thomas Grigsby","Mike Hillyer","2007-03-17","2.99","1231.06"
"Christopher Greco","Jon Stephens","2007-03-17","6.99","1238.05"
"Mark Rinehart","Jon Stephens","2007-03-17","5.99","1244.04"
"Donald Mahon","Jon Stephens","2007-03-17","2.99","1250.02"
"Donald Mahon","Jon Stephens","2007-03-17","2.99","1250.02"
"George Linton","Jon Stephens","2007-03-17","3.99","1254.01"
"Kenneth Gooden","Jon Stephens","2007-03-17","2.99","1257.00"
"Steven Curley","Mike Hillyer","2007-03-17","0.99","1257.99"
"Edward Baugh","Jon Stephens","2007-03-17","2.99","1268.97"
"Edward Baugh","Jon Stephens","2007-03-17","7.99","1268.97"
"Ronald Weiner","Jon Stephens","2007-03-17","0.99","1285.92"
"Ronald Weiner","Mike Hillyer","2007-03-17","4.99","1285.92"
"Ronald Weiner","Jon Stephens","2007-03-17","2.99","1285.92"
"Ronald Weiner","Mike Hillyer","2007-03-17","6.99","1285.92"
"Ronald Weiner","Mike Hillyer","2007-03-17","0.99","1285.92"
"Kevin Schuler","Mike Hillyer","2007-03-17","6.99","1303.89"
"Kevin Schuler","Mike Hillyer","2007-03-17","2.99","1303.89"
"Kevin Schuler","Jon Stephens","2007-03-17","7.99","1303.89"
"Matthew Mahan","Mike Hillyer","2007-03-17","4.99","1311.87"
"Matthew Mahan","Mike Hillyer","2007-03-17","2.99","1311.87"
"Gary Coy","Mike Hillyer","2007-03-17","2.99","1321.85"
"Gary Coy","Mike Hillyer","2007-03-17","6.99","1321.85"
"Timothy Bunn","Jon Stephens","2007-03-17","4.99","1326.84"
"Larry Thrasher","Mike Hillyer","2007-03-17","0.99","1334.82"
"Larry Thrasher","Jon Stephens","2007-03-17","6.99","1334.82"
"Jeffrey Spear","Mike Hillyer","2007-03-17","4.99","1339.81"
"Frank Waggoner","Jon Stephens","2007-03-17","0.99","1340.80"
"Scott Shelley","Mike Hillyer","2007-03-17","2.99","1343.79"
"Joshua Mark","Jon Stephens","2007-03-17","2.99","1346.78"
"Jerry Jordon","Mike Hillyer","2007-03-17","3.99","1350.77"
"Dennis Gilman","Mike Hillyer","2007-03-17","2.99","1364.74"
"Dennis Gilman","Jon Stephens","2007-03-17","4.99","1364.74"
"Dennis Gilman","Jon Stephens","2007-03-17","5.99","1364.74"
"Walter Perryman","Jon Stephens","2007-03-17","3.99","1374.72"
"Walter Perryman","Jon Stephens","2007-03-17","5.99","1374.72"
"Peter Menard","Mike Hillyer","2007-03-17","2.99","1377.71"
"Harold Martino","Mike Hillyer","2007-03-17","6.99","1384.70"
"Douglas Graf","Jon Stephens","2007-03-17","2.99","1387.69"
"Carl Artis","Mike Hillyer","2007-03-17","2.99","1390.68"
"Ryan Salisbury","Jon Stephens","2007-03-17","8.99","1399.67"
"Joe Gilliland","Mike Hillyer","2007-03-17","3.99","1403.66"
"Juan Fraley","Jon Stephens","2007-03-17","6.99","1418.63"
"Juan Fraley","Mike Hillyer","2007-03-17","0.99","1418.63"
"Juan Fraley","Jon Stephens","2007-03-17","6.99","1418.63"
"Albert Crouse","Mike Hillyer","2007-03-17","5.99","1432.60"
"Albert Crouse","Jon Stephens","2007-03-17","0.99","1432.60"
"Albert Crouse","Mike Hillyer","2007-03-17","6.99","1432.60"
"Jonathan Scarborough","Jon Stephens","2007-03-17","4.99","1437.59"
"Gerald Fultz","Jon Stephens","2007-03-17","2.99","1445.57"
"Gerald Fultz","Jon Stephens","2007-03-17","4.99","1445.57"
"Samuel Marlow","Jon Stephens","2007-03-17","4.99","1450.56"
"Ralph Madrigal","Jon Stephens","2007-03-17","5.99","1456.55"
"Lawrence Lawton","Mike Hillyer","2007-03-17","3.99","1460.54"
"Benjamin Varney","Jon Stephens","2007-03-17","4.99","1465.53"
"Adam Gooch","Mike Hillyer","2007-03-17","4.99","1470.52"
"Harry Arce","Mike Hillyer","2007-03-17","0.99","1471.51"
"Wayne Truong","Jon Stephens","2007-03-17","0.99","1472.50"
"Louis Leone","Mike Hillyer","2007-03-17","5.99","1486.47"
"Louis Leone","Jon Stephens","2007-03-17","3.99","1486.47"
"Louis Leone","Jon Stephens","2007-03-17","3.99","1486.47"
"Jeremy Hurtado","Mike Hillyer","2007-03-17","0.99","1487.46"
"Aaron Selby","Jon Stephens","2007-03-17","9.99","1497.45"
"Randy Gaither","Mike Hillyer","2007-03-17","4.99","1507.43"
"Randy Gaither","Jon Stephens","2007-03-17","4.99","1507.43"
"Russell Brinson","Jon Stephens","2007-03-17","0.99","1509.41"
"Russell Brinson","Mike Hillyer","2007-03-17","0.99","1509.41"
"Bobby Boudreau","Jon Stephens","2007-03-17","2.99","1512.40"
"Martin Bales","Mike Hillyer","2007-03-17","2.99","1515.39"
"Ernest Stepp","Jon Stephens","2007-03-17","5.99","1521.38"
"Todd Tan","Jon Stephens","2007-03-17","4.99","1526.37"
"Jesse Schilling","Jon Stephens","2007-03-17","2.99","1534.35"
"Jesse Schilling","Jon Stephens","2007-03-17","4.99","1534.35"
"Craig Morrell","Mike Hillyer","2007-03-17","2.99","1539.32"
"Craig Morrell","Jon Stephens","2007-03-17","0.99","1539.32"
"Craig Morrell","Jon Stephens","2007-03-17","0.99","1539.32"
"Alan Kahn","Jon Stephens","2007-03-17","4.99","1548.30"
"Alan Kahn","Jon Stephens","2007-03-17","3.99","1548.30"
"Shawn Heaton","Mike Hillyer","2007-03-17","5.99","1554.29"
"Clarence Gamez","Mike Hillyer","2007-03-17","0.99","1562.26"
"Clarence Gamez","Mike Hillyer","2007-03-17","4.99","1562.26"
"Clarence Gamez","Mike Hillyer","2007-03-17","1.99","1562.26"
"Sean Douglass","Mike Hillyer","2007-03-17","2.99","1572.24"
"Sean Douglass","Jon Stephens","2007-03-17","6.99","1572.24"
"Philip Causey","Mike Hillyer","2007-03-17","1.99","1577.22"
"Philip Causey","Jon Stephens","2007-03-17","2.99","1577.22"
"Chris Brothers","Mike Hillyer","2007-03-17","4.99","1582.21"
"Johnny Turpin","Mike Hillyer","2007-03-17","0.99","1583.20"
"Danny Isom","Mike Hillyer","2007-03-17","3.99","1587.19"
"Bryan Hardison","Mike Hillyer","2007-03-17","5.99","1593.18"
"Tony Carranza","Mike Hillyer","2007-03-17","2.99","1596.17"
"Luis Yanez","Jon Stephens","2007-03-17","0.99","1597.16"
"Mike Way","Mike Hillyer","2007-03-17","2.99","1606.14"
"Mike Way","Jon Stephens","2007-03-17","5.99","1606.14"
"Leonard Schofield","Mike Hillyer","2007-03-17","0.99","1607.13"
"Nathan Runyon","Mike Hillyer","2007-03-17","4.99","1612.12"
"Dale Ratcliff","Mike Hillyer","2007-03-17","0.99","1613.11"
"Manuel Murrell","Mike Hillyer","2007-03-17","2.99","1616.10"
"Curtis Irby","Mike Hillyer","2007-03-17","6.99","1623.09"
"Norman Currier","Mike Hillyer","2007-03-17","5.99","1629.08"
"Vincent Ralston","Mike Hillyer","2007-03-17","0.99","1630.07"
"Glenn Pullen","Jon Stephens","2007-03-17","5.99","1636.06"
"Travis Estep","Jon Stephens","2007-03-17","0.99","1637.05"
"Jeff East","Mike Hillyer","2007-03-17","0.99","1646.02"
"Jeff East","Mike Hillyer","2007-03-17","4.99","1646.02"
"Jeff East","Mike Hillyer","2007-03-17","2.99","1646.02"
"Chad Carbone","Jon Stephens","2007-03-17","6.99","1653.01"
"Melvin Ellington","Mike Hillyer","2007-03-17","2.99","1660.99"
"Melvin Ellington","Mike Hillyer","2007-03-17","4.99","1660.99"
"Kyle Spurlock","Jon Stephens","2007-03-17","2.99","1663.98"
"Bradley Motley","Jon Stephens","2007-03-17","6.99","1671.96"
"Bradley Motley","Jon Stephens","2007-03-17","0.99","1671.96"
"Edwin Burk","Jon Stephens","2007-03-17","0.99","1672.95"
"Don Bone","Mike Hillyer","2007-03-17","2.99","1675.94"
"Eddie Tomlin","Jon Stephens","2007-03-17","2.99","1684.91"
"Eddie Tomlin","Mike Hillyer","2007-03-17","2.99","1684.91"
"Eddie Tomlin","Jon Stephens","2007-03-17","2.99","1684.91"
"Ricky Shelby","Mike Hillyer","2007-03-17","3.99","1690.88"
"Ricky Shelby","Jon Stephens","2007-03-17","0.99","1690.88"
"Ricky Shelby","Mike Hillyer","2007-03-17","0.99","1690.88"
"Troy Quigley","Jon Stephens","2007-03-17","4.99","1704.85"
"Troy Quigley","Mike Hillyer","2007-03-17","2.99","1704.85"
"Troy Quigley","Jon Stephens","2007-03-17","5.99","1704.85"
"Barry Lovelace","Jon Stephens","2007-03-17","4.99","1714.83"
"Barry Lovelace","Jon Stephens","2007-03-17","4.99","1714.83"
"Alexander Fennell","Mike Hillyer","2007-03-17","2.99","1717.82"
"Marcus Hidalgo","Mike Hillyer","2007-03-17","6.99","1729.80"
"Marcus Hidalgo","Mike Hillyer","2007-03-17","4.99","1729.80"
"Micheal Forman","Mike Hillyer","2007-03-17","3.99","1738.78"
"Micheal Forman","Mike Hillyer","2007-03-17","4.99","1738.78"
"Miguel Betancourt","Mike Hillyer","2007-03-17","9.99","1757.76"
"Miguel Betancourt","Jon Stephens","2007-03-17","8.99","1757.76"
"Jim Rea","Mike Hillyer","2007-03-17","2.99","1760.75"
"Tom Milner","Mike Hillyer","2007-03-17","3.99","1769.73"
"Tom Milner","Jon Stephens","2007-03-17","4.99","1769.73"
"Calvin Martel","Mike Hillyer","2007-03-17","4.99","1774.72"
"Jon Wiles","Mike Hillyer","2007-03-17","2.99","1782.70"
"Jon Wiles","Mike Hillyer","2007-03-17","4.99","1782.70"
"Bill Gavin","Mike Hillyer","2007-03-17","4.99","1799.67"
"Bill Gavin","Jon Stephens","2007-03-17","6.99","1799.67"
"Bill Gavin","Mike Hillyer","2007-03-17","4.99","1799.67"
"Lloyd Dowd","Jon Stephens","2007-03-17","2.99","1802.66"
"Leon Bostic","Mike Hillyer","2007-03-17","5.99","1808.65"
"Derek Blakely","Jon Stephens","2007-03-17","2.99","1811.64"
"Warren Sherrod","Jon Stephens","2007-03-17","6.99","1821.62"
"Warren Sherrod","Mike Hillyer","2007-03-17","2.99","1821.62"
"Darrell Power","Jon Stephens","2007-03-17","7.99","1829.61"
"Floyd Gandy","Jon Stephens","2007-03-17","6.99","1846.58"
"Floyd Gandy","Mike Hillyer","2007-03-17","4.99","1846.58"
"Floyd Gandy","Jon Stephens","2007-03-17","4.99","1846.58"
"Leo Ebert","Mike Hillyer","2007-03-17","7.99","1854.57"
"Alvin Deloach","Mike Hillyer","2007-03-17","4.99","1859.56"
